prs_decile,odds_ratio_vs_middle_decile
1,0.44267374944665777
2,0.5555555555555555
3,0.5555555555555555
4,0.9960159362549801
5,1.111111111111111
6,0.8888888888888888
7,0.8853474988933155
8,1.6666666666666665
9,1.111111111111111
10,3.4307215582115975
